acctcd_n,age,atmuser,behave_scr,CARD_TYPE,CREDIT_LIM,currbal,delnum,ecomuser,CREDIT_SCORE,GENDER,hhincome,okmail,OPEN_DT,p_bankrupt,p_churn,p_revenue,p_risk,prodnum,ROC1,ROC12,ROC3,ROC6,SSN,t_asset,T_debt,T_debtserv,T_liab,writeoff,YEAR,ZIPCODE,account_id,_PartInd_
3,28,N,480,MC,2000.00,0.00,4,N,684,F,11000.00,N,21-Nov-12,0.589359972,0.722690901,0.156025436,0.422687294,1,1,41,11,23,322986671,300000.00,0.00,0.00,13600.00,1,2012,89044,6882165739,1
3,36,N,450,VISA,2000.00,0.00,4,Y,708,F,58000.00,Y,25-Mar-13,0.655457861,0.756542965,0.706000413,0.908170621,2,0,14,5,10,323075161,1500.00,300000.00,15000.00,301500.00,1,2013,84605,8980008852,1
1,57,Y,280,MC,6000.00,3500.00,4,N,585,F,71000.00,Y,8-Oct-12,0.326631116,0.679119243,0.00287518,0.707851434,1,3,62,13,32,323079593,10000.00,11500.00,460.00,21500.00,1,2012,83716,5327636998,0
2,37,N,320,VISA,3000.00,750.00,0,N,639,M,57000.00,Y,24-Sep-12,0.872911311,0.656104164,0.764507737,0.330893444,1,0,14,0,10,323383202,300000.00,0.00,0.00,1600.00,0,2012,84601,2225368220,0
3,27,Y,420,VISA,7000.00,5000.00,0,N,711,F,19000.00,N,17-Apr-12,0.188347987,0.203634432,0.195991209,0.226564099,2,2,59,17,29,323401734,10000.00,1000.00,60.00,11000.00,0,2012,98115,619975110,1
2,43,Y,500,VISA,3000.00,1000.00,4,Y,645,F,32000.00,N,6-Jul-13,0.263794678,0.405036056,0.834415367,0.116898124,1,1,41,11,23,323464780,150000.00,0.00,0.00,1600.00,1,2013,82001,7104093166,1
1,29,Y,410,VISA,6000.00,4475.00,0,Y,699,F,34000.00,N,25-Aug-12,0.235814213,0.390832342,0.813323277,0.123359535,1,1,41,11,23,323602475,250000.00,0.00,0.00,11000.00,0,2012,82001,6092278178,0
1,30,N,480,MC,2000.00,0.00,3,N,666,M,37000.00,Y,16-Apr-14,0.962887536,0.664847481,0.813867509,0.217787399,5,1,41,11,23,323774231,10000.00,3600.00,216.00,13600.00,1,2014,85701,8930341675,1
3,32,N,400,MC,5000.00,2575.00,4,Y,576,F,79000.00,Y,6-Nov-12,0.923715516,0.453222263,0.18846889,0.247482384,3,1,41,11,23,323892391,200000.00,0.00,0.00,16700.00,1,2012,80202,1467966098,0
3,26,N,280,VISA,4000.00,2200.00,4,Y,723,M,37000.00,Y,7-Mar-13,0.801521901,0.87920708,0.840364491,0.995734847,5,1,41,11,23,323930149,1500.00,100.00,5.00,1600.00,0,2013,89101,95887505,0
2,33,N,240,MC,6000.00,3500.00,0,Y,720,F,22000.00,N,1-Apr-13,0.509993193,0.019714891,0.764854042,0.784297439,3,1,41,11,23,323945978,200000.00,0.00,0.00,21500.00,0,2013,90189,607068665,1
2,48,N,480,VISA,3000.00,625.00,3,Y,726,F,34000.00,Y,26-Jan-12,0.792546344,0.575073009,0.183809677,0.748863006,5,4,71,20,34,324293238,300000.00,0.00,0.00,21500.00,1,2012,97211,6753817311,1
4,37,Y,420,MC,5000.00,3450.00,0,N,744,F,27000.00,N,30-Mar-13,0.303489152,0.803318184,0.553403668,0.553061731,2,2,59,17,29,324347277,250000.00,0.00,0.00,21500.00,0,2013,94103,5043774538,1
1,28,Y,460,VISA,2000.00,0.00,3,N,636,F,88000.00,N,7-Mar-13,0.534975464,0.659649788,0.597312626,0.846661274,5,4,71,20,34,324707935,300000.00,0.00,0.00,251500.00,1,2013,84601,629922301,1
4,47,N,500,VISA,4000.00,2200.00,4,Y,606,M,39000.00,Y,15-Sep-13,0.411420964,0.280982492,0.346201728,0.085324783,4,0,14,0,10,324914572,200000.00,1500.00,105.00,201500.00,1,2013,82002,7997794765,1
4,34,N,370,VISA,5000.00,3450.00,1,N,693,F,20000.00,N,24-Sep-12,0.195023751,0.284122994,0.239573373,0.417771857,3,1,41,11,23,324916179,1500.00,100.00,5.00,1600.00,0,2012,90189,4806306872,1
3,30,N,420,MC,3000.00,1200.00,0,Y,606,F,58000.00,N,27-Dec-12,0.900600117,0.006076186,0.453338152,0.664290291,1,3,62,13,32,325196030,200000.00,0.00,0.00,8500.00,0,2012,94103,2227354367,0
4,28,Y,400,VISA,9000.00,6920.00,4,N,738,M,23905.00,N,11-Aug-13,0.675599812,0.940766655,0.308183233,0.838516919,1,4,71,20,34,325244969,20000.00,231500.00,11575.00,251500.00,1,2013,85701,7798953046,1
4,46,N,460,VISA,9000.00,6920.00,3,N,642,M,60000.00,N,15-Sep-13,0.801232078,0.60021413,0.700723104,0.298687208,5,4,71,20,34,325421728,300000.00,0.00,0.00,1600.00,1,2013,97209,1152304523,1
1,38,Y,360,MC,7000.00,5000.00,4,Y,693,M,22000.00,Y,21-Nov-12,0.967399456,0.942275306,0.954837381,0.904589082,4,2,59,17,29,325456830,7500.00,1000.00,50.00,8500.00,1,2012,82002,2842643681,1
2,27,Y,420,VISA,3000.00,625.00,4,N,606,F,60000.00,N,15-Nov-13,0.322470739,0.510970501,0.91672062,0.293720144,2,1,41,11,23,325499738,200000.00,0.00,0.00,8500.00,1,2013,80202,642660242,1
2,30,N,410,VISA,3000.00,575.00,1,N,585,F,29526.00,Y,30-Jun-12,0.59546947,0.761615916,0.678542693,0.010835585,4,0,14,0,10,325603046,250000.00,0.00,0.00,201500.00,0,2012,98101,493931268,1
3,36,N,420,VISA,3000.00,750.00,3,Y,642,F,56000.00,Y,5-Dec-13,0.991227281,0.537664696,0.264445989,0.35732082,5,2,59,17,29,325862583,150000.00,0.00,0.00,16700.00,0,2013,95109,1728613270,0
1,29,Y,410,VISA,2000.00,0.00,1,N,732,F,74000.00,N,14-Oct-13,0.154559658,0.366268562,0.76041411,0.183831918,3,2,59,17,29,326073385,150000.00,0.00,0.00,1600.00,0,2013,80202,8120615928,0
4,63,Y,370,VISA,4000.00,2100.00,0,N,666,M,27000.00,N,7-Mar-13,0.027475174,0.426666206,0.22707069,0.025452755,1,3,62,13,32,326169226,7500.00,294000.00,14700.00,301500.00,0,2013,92108,9456511787,1
3,40,N,420,MC,5000.00,2575.00,4,Y,696,M,73000.00,Y,18-May-14,0.050163925,0.023310992,0.536737458,0.483031592,1,1,41,11,23,326221779,15000.00,286500.00,14325.00,301500.00,1,2014,85003,2653483815,0
3,45,N,360,VISA,3000.00,750.00,0,Y,555,M,27000.00,Y,7-Mar-13,0.129398176,0.873685698,0.501541937,0.99011698,2,2,59,17,29,326320500,1500.00,200000.00,14000.00,201500.00,0,2013,95109,6805137967,1
1,28,Y,420,VISA,9000.00,6920.00,0,N,633,M,18000.00,N,9-Feb-14,0.436756402,0.208153207,0.322454804,0.865248415,1,3,62,13,32,326346139,1500.00,7000.00,350.00,8500.00,0,2014,90189,6686613228,1
1,43,N,500,VISA,7000.00,5000.00,4,N,708,F,17000.00,N,13-Jan-14,0.008260798,0.202372215,0.105316506,0.493539341,1,0,14,5,10,326667906,200000.00,0.00,0.00,151500.00,1,2014,83701,4197420149,0
3,49,N,400,VISA,10000.00,7500.00,1,N,660,F,47000.00,N,15-Mar-12,0.526608615,0.741361091,0.133984853,0.563489804,3,4,71,20,34,326806620,150000.00,0.00,0.00,1600.00,0,2012,94103,4043000654,0
1,38,N,410,VISA,3000.00,750.00,4,Y,582,M,33786.00,Y,25-Aug-12,0.292243843,0.800157162,0.046200503,0.062027141,5,0,14,0,10,326818904,250000.00,0.00,0.00,1600.00,0,2012,94116,2343579355,1
3,29,N,380,VISA,2000.00,0.00,0,N,606,M,41000.00,N,27-Oct-13,0.351072102,0.523400851,0.937236476,0.281893975,1,0,14,5,10,326964688,250000.00,0.00,0.00,11000.00,0,2013,80202,2094141996,1
1,34,N,370,MC,3000.00,750.00,1,Y,705,F,11000.00,N,9-May-13,0.618097748,0.030319953,0.32420885,0.148653261,3,0,14,0,10,326988690,1500.00,12100.00,726.00,13600.00,0,2013,98120,6107318916,1
4,29,N,480,VISA,2000.00,0.00,0,Y,747,F,62000.00,Y,4-Aug-13,0.717919037,0.245712386,0.981815712,0.03740241,1,3,62,13,32,327130457,200000.00,0.00,0.00,16700.00,0,2013,80010,3633160644,1
2,30,Y,220,MC,6000.00,3500.00,4,Y,558,F,86000.00,N,4-Dec-12,0.830986695,0.753148895,0.292067795,0.136392195,3,1,41,11,23,327198316,20000.00,0.00,0.00,1600.00,1,2012,90210,9708408811,0
4,32,N,340,VISA,3000.00,625.00,4,Y,687,F,73000.00,Y,5-Oct-13,0.367065417,0.810011227,0.588538322,0.474429941,2,1,41,11,23,327676681,300000.00,0.00,0.00,201500.00,1,2013,95109,1106172242,1
4,36,N,260,VISA,3000.00,750.00,1,Y,567,F,18000.00,Y,26-Aug-12,0.44078833,0.105649861,0.273219096,0.602942157,4,3,62,13,32,327681567,12500.00,9000.00,360.00,21500.00,0,2012,95109,3969447149,1
1,32,Y,320,VISA,7000.00,5000.00,4,N,555,F,87000.00,N,15-Mar-12,0.089786948,0.382918205,0.736352576,0.32261509,1,2,59,17,29,327773584,15000.00,236500.00,11825.00,251500.00,1,2012,98120,2947177409,1
1,40,N,300,VISA,4000.00,2100.00,0,Y,576,M,11000.00,N,8-Dec-13,0.257459751,0.388030341,0.322745046,0.583886225,2,0,14,0,10,327847816,300000.00,0.00,0.00,251500.00,0,2013,83716,1830861276,0
1,50,Y,220,VISA,3000.00,625.00,1,N,675,F,33786.00,Y,8-Jun-12,0.548343029,0.345231471,0.44678725,0.040564133,3,1,41,11,23,327953143,300000.00,0.00,0.00,1600.00,0,2012,83701,8653677478,1
2,30,N,240,VISA,4000.00,1900.00,0,N,699,M,14000.00,N,5-Oct-13,0.199490042,0.854173537,0.526831789,0.83619878,1,1,41,11,23,328103621,12500.00,0.00,0.00,1600.00,0,2013,82001,7360889785,1
3,39,Y,240,MC,7000.00,5000.00,4,N,612,F,9000.00,N,9-May-13,0.687869125,0.723604639,0.205736882,0.277207909,2,4,71,20,34,328136470,10000.00,191500.00,13405.00,201500.00,1,2013,82001,1056243019,1
3,33,Y,440,VISA,5000.00,2575.00,3,Y,660,F,26000.00,Y,1-Jun-12,0.349282109,0.999417059,0.174349584,0.474619483,5,1,41,11,23,328182350,1500.00,9500.00,570.00,11000.00,0,2012,97211,8657510005,1
4,29,N,260,MC,4000.00,2100.00,0,Y,558,M,8000.00,Y,30-Mar-13,0.12166088,0.942061215,0.031861047,0.672661717,3,0,14,5,10,328200320,20000.00,131500.00,9205.00,151500.00,0,2013,85032,4913612616,1
4,28,Y,500,MC,4000.00,2100.00,0,N,609,M,19500.00,N,4-May-14,0.556111147,0.894043871,0.725077509,0.400942957,2,0,14,5,10,328318852,12500.00,0.00,0.00,8500.00,0,2014,97209,7777359461,1
3,40,N,420,MC,4000.00,2100.00,4,N,726,F,23000.00,Y,25-Oct-12,0.580866296,0.246868943,0.41386762,0.745872913,4,0,14,0,10,328543378,12500.00,4200.00,168.00,16700.00,1,2012,98101,966687012,1
1,30,N,480,MC,5000.00,3200.00,3,N,648,M,17000.00,N,25-Oct-12,0.105092818,0.767195525,0.436144172,0.760349584,5,3,62,13,32,328562673,12500.00,0.00,0.00,1600.00,1,2012,85701,4178884013,1
3,55,N,450,VISA,3000.00,575.00,1,N,672,M,44000.00,N,10-Oct-13,0.158968504,0.362496098,0.760732301,0.167787488,4,1,41,11,23,328602083,200000.00,0.00,0.00,8500.00,0,2013,97211,1611409677,0
3,38,N,370,VISA,3000.00,750.00,3,Y,582,M,12000.00,Y,13-Aug-13,0.976308697,0.547190968,0.761749832,0.903514374,5,0,14,0,10,328671653,150000.00,101500.00,5075.00,251500.00,0,2013,98120,1661156123,0
4,35,Y,300,MC,4000.00,2100.00,0,N,627,M,38000.00,N,15-Dec-12,0.044327252,0.574783381,0.309555317,0.370467574,2,2,59,17,29,328679541,200000.00,0.00,0.00,16700.00,0,2012,89044,5478264278,0
3,30,N,240,VISA,5000.00,2575.00,4,Y,693,F,26053.00,Y,25-Nov-13,0.834405871,0.748387156,0.291396513,0.119359082,5,1,41,11,23,328689169,20000.00,0.00,0.00,8500.00,1,2013,85032,3008930829,1
1,34,Y,220,VISA,9000.00,6920.00,0,N,627,M,43000.00,N,5-Apr-12,0.512826431,0.743843757,0.628335094,0.090369746,2,2,59,17,29,328712645,150000.00,0.00,0.00,21500.00,0,2012,85703,2237130009,1
3,35,Y,220,VISA,2000.00,0.00,4,N,738,M,24521.00,N,28-Aug-12,0.589547557,0.411357214,0.500452386,0.144071699,3,3,62,13,32,328769423,250000.00,51500.00,2575.00,301500.00,1,2012,80010,1407711157,1
4,61,Y,440,MC,3000.00,750.00,0,N,573,F,89000.00,Y,30-Mar-13,0.600268828,0.045116601,0.822692714,0.71238826,2,4,71,20,34,328840517,300000.00,0.00,0.00,201500.00,0,2013,94116,973984851,1
2,27,Y,340,VISA,6000.00,4475.00,1,N,648,F,30000.00,N,10-Feb-12,0.807369389,0.499815326,0.653592358,0.038484233,3,1,41,11,23,328965026,10000.00,6700.00,268.00,16700.00,0,2012,90189,8439582641,1
3,28,Y,400,VISA,3000.00,575.00,0,Y,588,F,24000.00,Y,5-Mar-12,0.875661694,0.751422029,0.813541862,0.565062531,1,1,41,11,23,329008870,15000.00,1700.00,68.00,16700.00,0,2012,94109,3680722641,1
1,30,Y,360,VISA,3000.00,750.00,0,N,576,F,20000.00,N,8-Dec-13,0.412340786,0.423647583,0.917994184,0.940607778,2,2,59,17,29,329115890,300000.00,0.00,0.00,16700.00,0,2013,85035,9676633845,1
1,51,N,460,VISA,9000.00,6920.00,4,Y,543,M,34000.00,N,19-Feb-13,0.92770338,0.828480356,0.378091868,0.17964582,3,1,41,11,23,329122820,12500.00,239000.00,11950.00,251500.00,1,2013,90020,5354530348,0
2,51,N,220,MC,2000.00,0.00,0,Y,690,M,14000.00,Y,16-May-13,0.821297929,0.743364244,0.782331086,0.626463716,1,4,71,20,34,329207493,20000.00,131500.00,9205.00,151500.00,0,2013,90210,150771290,1
4,59,N,420,VISA,3000.00,1200.00,4,N,621,M,33000.00,N,10-Feb-12,0.484564443,0.69075514,0.087659792,0.500041187,1,2,59,17,29,329299350,200000.00,0.00,0.00,8500.00,1,2012,94116,8877052124,1
4,45,N,320,MC,9000.00,6920.00,4,N,705,M,11000.00,N,1-Apr-13,0.227646299,0.153041752,0.690344025,0.541134931,1,1,41,11,23,329401051,20000.00,0.00,0.00,1600.00,1,2013,97211,1084619444,1
1,28,Y,450,VISA,3000.00,750.00,4,Y,627,M,23370.00,Y,14-Oct-13,0.0584409,0.105400126,0.581920513,0.675838964,3,3,62,13,32,329415380,7500.00,144000.00,10080.00,151500.00,1,2013,98101,3867027636,1
4,49,Y,450,VISA,7000.00,5000.00,3,N,750,M,9000.00,N,30-Jun-12,0.619388021,0.416846619,0.51811732,0.113034517,5,3,62,13,32,329439028,300000.00,0.00,0.00,1600.00,0,2012,82001,1508994755,0
3,34,Y,460,VISA,3000.00,1200.00,2,Y,627,M,50922.00,Y,5-Apr-12,0.75980595,0.935462885,0.847634417,0.198948288,4,1,41,11,23,329659845,250000.00,0.00,0.00,201500.00,0,2012,85032,5625709619,1
2,36,N,220,VISA,4000.00,1900.00,0,N,690,M,13000.00,N,5-Mar-12,0.063539205,0.995783179,0.529661192,0.394149141,2,2,59,17,29,329774330,20000.00,0.00,0.00,1600.00,0,2012,83716,9648986282,0
4,58,Y,440,MC,3000.00,625.00,3,N,708,M,34000.00,N,16-May-13,0.600500013,0.381407544,0.490953779,0.052768841,5,1,41,11,23,329781210,300000.00,0.00,0.00,1600.00,1,2013,83701,977797895,1
1,48,Y,400,MC,2000.00,0.00,0,Y,687,F,70000.00,N,16-May-14,0.812995206,0.390725682,0.601860444,0.757321395,2,1,41,11,23,329877167,20000.00,231500.00,11575.00,251500.00,0,2014,89101,6558493467,1
3,28,Y,370,MC,4000.00,1900.00,4,N,705,M,55000.00,N,16-May-13,0.923739107,0.190901705,0.057320406,0.591645602,1,0,14,5,10,329902167,20000.00,0.00,0.00,13600.00,1,2013,97211,9107311368,1
1,28,Y,500,VISA,5000.00,2575.00,3,N,681,F,35000.00,N,13-Sep-12,0.866293454,0.559214633,0.212754043,0.598596403,5,0,14,5,10,329909533,10000.00,291500.00,14575.00,301500.00,0,2012,95114,4987739192,1
3,29,N,260,VISA,10000.00,7500.00,0,Y,726,M,23000.00,Y,21-Feb-12,0.854373671,0.358671178,0.606522424,0.615117438,3,2,59,17,29,330077845,250000.00,0.00,0.00,1600.00,0,2012,80010,4964394413,0
2,43,Y,320,MC,2000.00,0.00,4,Y,642,M,27000.00,Y,12-Apr-13,0.714083816,0.364771464,0.03942764,0.340802935,3,2,59,17,29,330190838,12500.00,0.00,0.00,1600.00,1,2013,94109,9441818939,1
3,36,N,480,VISA,6000.00,3500.00,0,Y,609,M,32668.00,Y,15-Mar-12,0.160790745,0.077434818,0.619112782,0.452400929,2,0,14,0,10,330213775,20000.00,0.00,0.00,8500.00,0,2012,82001,3103224399,0
1,28,Y,420,VISA,4000.00,2200.00,0,N,591,M,86000.00,N,3-Apr-12,0.97109486,0.027964249,0.999529555,0.113268332,1,1,41,11,23,330294520,250000.00,1500.00,75.00,251500.00,0,2012,89044,6499779851,1
1,38,Y,280,VISA,9000.00,6920.00,3,N,579,F,122000.00,N,15-Sep-13,0.263875463,0.978882396,0.121378929,0.551392794,5,1,41,11,23,330297000,250000.00,0.00,0.00,1600.00,0,2013,89044,2145828941,0
2,42,Y,370,MC,3000.00,1200.00,0,Y,645,F,86000.00,Y,10-Jun-13,0.686105166,0.738200486,0.212152826,0.316343466,1,2,59,17,29,330476171,7500.00,144000.00,10080.00,151500.00,0,2013,82002,6260356040,1
1,35,Y,440,MC,7000.00,5000.00,0,Y,555,F,23000.00,N,30-Mar-13,0.215248947,0.911023411,0.563136179,0.954685107,2,1,41,11,23,330764306,10000.00,241500.00,12075.00,251500.00,0,2013,97209,464405418,1
3,51,N,370,MC,6000.00,4475.00,0,Y,669,F,41000.00,Y,30-Mar-13,0.245956476,0.482965571,0.864461024,0.338479213,2,1,41,11,23,330846926,150000.00,0.00,0.00,1600.00,0,2013,89101,4621008814,0
3,31,N,500,VISA,6000.00,3500.00,1,Y,717,F,24000.00,N,19-Sep-13,0.155245518,0.621018986,0.388132252,0.319679188,3,2,59,17,29,330882406,300000.00,0.00,0.00,201500.00,0,2013,84601,900936262,1
1,45,Y,370,MC,3000.00,1000.00,3,Y,666,M,37642.00,Y,17-May-14,0.118795409,0.09490761,0.60685151,0.559075912,5,1,41,11,23,331068460,7500.00,144000.00,10080.00,151500.00,0,2014,80202,2313943441,0
4,38,N,220,VISA,3000.00,625.00,4,Y,627,M,47309.00,Y,15-May-12,0.522632955,0.581576543,0.052104749,0.169991925,3,2,59,17,29,331515237,7500.00,144000.00,10080.00,151500.00,1,2012,83701,1627005684,1
4,36,Y,360,MC,4000.00,2100.00,0,Y,606,M,27000.00,N,22-May-14,0.543513078,0.184592973,0.364053026,0.646212816,1,0,14,5,10,331765884,15000.00,6500.00,260.00,21500.00,0,2014,89101,1348456429,1
4,34,N,410,VISA,3000.00,1200.00,0,Y,621,F,71000.00,Y,28-Mar-14,0.821957792,0.98990913,0.405933461,0.741836138,2,1,41,11,23,331894490,250000.00,0.00,0.00,11000.00,0,2014,85035,6856721787,1
4,33,N,280,MC,6000.00,4475.00,1,N,552,F,12000.00,N,6-Nov-12,0.223973042,0.698497142,0.461235092,0.410283293,4,0,14,0,10,332032776,300000.00,0.00,0.00,151500.00,0,2012,89101,3537796393,1
4,36,Y,380,MC,4000.00,1900.00,0,Y,582,F,21000.00,N,12-Dec-12,0.999044362,0.348770429,0.173907396,0.87335953,1,3,62,13,32,332464177,10000.00,0.00,0.00,8500.00,0,2012,94109,555914757,1
4,29,N,400,MC,5000.00,3450.00,4,Y,555,M,14000.00,N,30-Mar-13,0.517275473,0.887642645,0.202459059,0.943193403,2,0,14,0,10,332480503,10000.00,11500.00,460.00,21500.00,1,2013,85003,6608122194,0
4,34,N,220,VISA,10000.00,7500.00,4,N,732,M,30000.00,Y,7-Mar-13,0.01848424,0.147055418,0.582769829,0.839912185,3,1,41,11,23,332800479,300000.00,0.00,0.00,13600.00,1,2013,90189,9765507216,0
2,36,Y,500,VISA,2000.00,0.00,0,N,645,M,33000.00,N,30-Mar-12,0.527870095,0.570452491,0.049161293,0.134326085,2,4,71,20,34,332817786,10000.00,141500.00,9905.00,151500.00,0,2012,92110,6328562021,1
3,28,N,240,VISA,4000.00,1900.00,2,Y,618,M,32000.00,Y,26-Jan-12,0.518073335,0.076968867,0.297521101,0.415312165,4,1,41,11,23,332818451,150000.00,101500.00,5075.00,251500.00,0,2012,83701,1832431109,1
3,34,N,480,MC,6000.00,4475.00,0,N,732,M,32668.00,Y,4-May-14,0.613768529,0.304595953,0.959182241,0.340837089,2,1,41,11,23,332822797,10000.00,291500.00,14575.00,301500.00,0,2014,94109,9933776846,0
1,42,N,260,MC,6000.00,4475.00,4,Y,594,F,32668.00,N,15-Dec-12,0.895616169,0.908425898,0.902021033,0.927640492,1,0,14,0,10,332829205,10000.00,1000.00,60.00,11000.00,1,2012,85003,7256403043,1
1,30,N,370,MC,4000.00,1900.00,2,Y,669,F,67000.00,N,30-Mar-13,0.002281672,0.483178517,0.742730095,0.704523785,4,4,71,20,34,332866555,250000.00,0.00,0.00,8500.00,0,2013,97209,7153759211,1
1,34,Y,260,VISA,2000.00,0.00,0,Y,687,F,33000.00,Y,4-May-12,0.430125555,0.873544957,0.151835256,0.038674058,1,3,62,13,32,332958599,1500.00,9500.00,570.00,11000.00,0,2012,98101,8928524563,0
4,27,N,480,VISA,3000.00,625.00,0,N,624,M,24000.00,Y,28-Nov-13,0.255982605,0.460269494,0.858126049,0.266699829,2,1,41,11,23,332982056,200000.00,0.00,0.00,8500.00,0,2013,84601,1618908412,1
3,42,Y,420,MC,6000.00,4475.00,2,Y,711,F,53000.00,N,4-May-14,0.275651832,0.209606684,0.742629258,0.610538963,4,1,41,11,23,333159871,20000.00,0.00,0.00,1600.00,0,2014,84605,4650870601,1
4,32,Y,260,VISA,3000.00,750.00,2,Y,600,M,15000.00,Y,5-Sep-13,0.132192464,0.417426502,0.274809483,0.845277559,5,2,59,17,29,333639837,15000.00,0.00,0.00,13600.00,0,2013,98101,398698435,0
2,32,N,420,MC,7000.00,5000.00,0,N,687,F,19000.00,N,21-Nov-12,0.90985586,0.439168636,0.174512248,0.233137799,1,4,71,20,34,333697222,200000.00,0.00,0.00,16700.00,0,2012,80202,9619921027,0
4,33,Y,480,VISA,6000.00,4475.00,0,N,552,M,81000.00,N,6-Sep-12,0.180309804,0.269215416,0.22476261,0.402573834,2,2,59,17,29,333825134,1500.00,100.00,5.00,1600.00,0,2012,90189,3512887304,0
3,38,N,440,VISA,2000.00,0.00,4,N,591,M,50000.00,Y,5-Oct-13,0.22026365,0.145562298,0.182912974,0.03351027,4,2,59,17,29,333828603,20000.00,1500.00,60.00,21500.00,1,2013,97211,1342450027,1
2,28,Y,400,VISA,6000.00,3500.00,0,N,702,M,84000.00,N,6-Sep-12,0.114162596,0.759902581,0.437032588,0.728512558,2,3,62,13,32,333884425,12500.00,0.00,0.00,1600.00,0,2012,92110,3720052221,1
1,43,N,260,VISA,5000.00,2575.00,4,Y,633,M,26000.00,Y,1-May-12,0.082283548,0.85890907,0.470596309,0.023847355,1,3,62,13,32,333969769,1500.00,150000.00,10500.00,151500.00,1,2012,89101,8487673592,0
4,34,Y,420,VISA,4000.00,2100.00,0,N,630,F,14000.00,Y,26-Jan-12,0.145296558,0.04538821,0.595342384,0.395525689,2,2,59,17,29,334114983,150000.00,0.00,0.00,8500.00,0,2012,83701,9088212223,0
1,51,N,380,VISA,2000.00,0.00,4,N,678,F,29500.00,Y,10-Oct-13,0.963153502,0.656834039,0.30999377,0.697354845,4,2,59,17,29,334127956,10000.00,291500.00,14575.00,301500.00,1,2013,83701,9029559539,1
1,29,Y,360,MC,5000.00,2575.00,4,N,660,M,30000.00,N,12-Apr-13,0.516793645,0.657634825,0.587214235,0.868896594,2,4,71,20,34,334169734,300000.00,0.00,0.00,251500.00,1,2013,84605,6905390037,0
3,57,N,260,VISA,2000.00,0.00,3,Y,546,M,95000.00,Y,19-Feb-13,0.616627924,0.110745978,0.863686951,0.851923058,5,1,41,11,23,334225373,250000.00,0.00,0.00,151500.00,1,2013,90020,1094940170,0
3,32,Y,240,VISA,3000.00,575.00,4,Y,609,M,48000.00,Y,6-Sep-12,0.791446346,0.950931056,0.871188701,0.19015812,3,3,62,13,32,334311764,250000.00,0.00,0.00,201500.00,1,2012,85032,7105425562,1
3,26,N,420,VISA,2000.00,0.00,0,Y,567,F,80000.00,Y,6-Jul-13,0.657621971,0.365190002,0.011405986,0.426542049,2,2,59,17,29,334322172,10000.00,241500.00,12075.00,251500.00,0,2013,85035,8601755867,0
2,38,N,340,VISA,3000.00,625.00,0,Y,726,F,50922.00,N,15-Mar-12,0.284371259,0.997075749,0.640723504,0.066132485,2,0,14,5,10,334423445,7500.00,244000.00,12200.00,251500.00,0,2012,89044,6779868061,0
1,38,N,460,VISA,2000.00,0.00,1,Y,696,M,12000.00,Y,17-Apr-12,0.575457909,0.429891642,0.002674775,0.71154224,4,2,59,17,29,334542543,200000.00,0.00,0.00,13600.00,0,2012,97209,4273841299,0
3,45,N,420,VISA,2000.00,0.00,4,N,657,F,88000.00,Y,5-Dec-13,0.968978628,0.974178038,0.971578333,0.981977153,5,2,59,17,29,334650605,12500.00,1100.00,66.00,13600.00,1,2013,97211,5824382001,0
1,26,Y,450,VISA,7000.00,5000.00,1,Y,555,F,34000.00,N,13-Sep-12,0.484564692,0.42841125,0.956487971,0.844181086,4,3,62,13,32,335284649,20000.00,0.00,0.00,1600.00,0,2012,98101,9907549405,1
4,51,Y,300,VISA,3000.00,1000.00,1,N,720,M,63000.00,N,10-Nov-13,0.741895264,0.679654109,0.210774686,0.086292376,4,2,59,17,29,335316200,20000.00,0.00,0.00,1600.00,0,2013,85032,3232894835,1
1,55,N,380,VISA,5000.00,3450.00,0,Y,540,F,20000.00,Y,19-Feb-13,0.18567035,0.78280325,0.9842368,0.178502599,3,1,41,11,23,335456597,20000.00,181500.00,12705.00,201500.00,0,2013,90020,9312181701,0
2,33,Y,220,MC,3000.00,625.00,0,N,570,M,21500.00,N,3-Apr-14,0.531431154,0.951069485,0.24125032,0.080526983,1,3,62,13,32,335554685,1500.00,12100.00,726.00,13600.00,0,2014,98115,6454493299,1
3,28,Y,460,MC,9000.00,6920.00,3,N,600,F,15000.00,N,12-Dec-12,0.187791751,0.776744253,0.982268002,0.160173006,5,2,59,17,29,335586501,20000.00,181500.00,12705.00,201500.00,1,2012,90189,8947258768,1
3,42,Y,440,VISA,5000.00,3200.00,0,N,720,M,62000.00,N,15-May-12,0.929081726,0.731504038,0.330292882,0.935137505,2,2,59,17,29,335597190,150000.00,0.00,0.00,11000.00,0,2012,89101,9967181366,0
3,30,Y,280,VISA,4000.00,2100.00,4,Y,744,M,34000.00,Y,15-Feb-14,0.320665638,0.746772106,0.033718872,0.885931807,4,3,62,13,32,335676593,1500.00,12100.00,726.00,13600.00,1,2014,84601,2806151939,1
3,63,Y,360,MC,3000.00,1200.00,0,N,564,M,24000.00,Y,8-May-13,0.560518512,0.253362196,0.906940354,0.292627721,3,1,41,11,23,335891390,300000.00,0.00,0.00,151500.00,0,2013,94116,9555125916,1
1,29,Y,300,VISA,6000.00,3500.00,4,N,672,M,32668.00,N,13-Jan-14,0.607613309,0.964777353,0.286195331,0.00052342,5,2,59,17,29,335998710,300000.00,0.00,0.00,11000.00,1,2014,80202,5206671057,1
